,app_name,user_id,user_name,date,country,version,score,topic,review,url,review_id,category_final,sentiment_final,req_final
58205,Facebook,492924800,Dutifulcape,2017-05-11 0:00:00,United States,91,3,Allow download over cellular data!,It's really frustrating that I/we have to connect to WiFi in order update due to the file size. We should have the choice if we want to use our data or WiFi.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=492924800,58863,requirement,negative,non-functional
54066,Facebook,130061285,ShooterP14,2017-06-08 0:00:00,United States,95,3,When are you going to fix the notifications?,"When you tap on the little globe, some of the notifications can't be viewed unless you close FB and restart it. Very frustrating. It's been like this for years. Same problem on the last two phones I've had.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=130061285,54724,bug report,negative,
55581,Facebook,312816081,That softball girl,2017-05-28 0:00:00,United States,94,3,Can't post,"Every time I try to share some photos from my camera roll, Facebook freezes up and doesn't let me do anything.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=312816081,56239,bug report,negative,
58236,Facebook,135985678,Great weather in NC,2017-05-11 0:00:00,United States,91,3,Newest Update chat bubbles,"In this update, conversations appear with chat bubbles instead of simply being posted in a thread the way they have for years. It makes subthreads hard to follow. 

Only text messages should have chat bubbles. Posts do not need this annoying graphic.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=135985678,58894,requirement,negative,functional
53763,Facebook,289659138,Nazeeya 1,2017-06-11 0:00:00,United States,96,3,Sometimes It's Difficult,With the last update I can't close the screen I'm on by clicking the close button on the top left of the screen. IPHONE 6. Please fix.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=289659138,54421,bug report,neutral,
54771,Facebook,499668331,NotAMathmatician,2017-06-03 0:00:00,United States,95,3,HATE THE WAY THE ADVERTISEMENTS ARE NOW EMBEDDED MID VIDEO,HATE HATE HATE THE NEW ADVERTISEMENTS PLAYING MID VIDEO HATE HATE HATE.  DID I MENTION I HATE THE NEW FORMAT FOR THE ADS,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=499668331,55429,requirement,very negative,functional
58286,Facebook,314777224,Xdgt03,2017-05-10 0:00:00,United States,91,3,Why no edit?,Can't edit my post in mobile app on iPhone 6,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=314777224,58944,bug report,neutral,
58446,Facebook,300106979,N8veMuneca,2017-05-08 0:00:00,United States,91,3,Unable To Exit & Return To The Newsfeed,"Ugh! So frustrated with this latest update. I go into a post and I can never get out of it or get back to the newsfeed!! Stop trying to fix FB when it's not broken! Well, ok, now it's broken...so fix it!!!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=300106979,59104,bug report,very negative,
52850,Facebook,488822409,Lovelykitten24,2017-06-19 0:00:00,United States,97,3,so much space,Takes up a lot of space...,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=488822409,53508,requirement,neutral,non-functional
58756,Facebook,273319449,Rov..,2017-05-05 0:00:00,United States,91,4,Worth it,"Great app.    Works well on my iPhone, strongly recommended.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=273319449,59414,other,very positive,
52621,Facebook,467783766,Ed1787,2017-06-20 0:00:00,United States,97,4,"Facebook is the best, somehow I don't have close friends.","Facebook is one of the best social media sites to join your friends. However, friends who sent me a friend request to become my friend, I always accept their request. Unfortunately, I just greeted them, and they turned out to be a fraud.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=467783766,53279,other,very positive,
57516,Facebook,571074611,Mamabird0516,2017-05-16 0:00:00,United States,92,4,Question,"I don't have the new colors on my Facebook, why is that? Is there a setting?",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=571074611,58174,bug report,neutral,
47757,Facebook,121146067,ashley1524,2017-05-13 0:00:00,Singapore,92,4,newsfeed,how come nowadays my newsfeed keep showing stuffs and news that are few days ago instead of the latest one ?! it's quite annoying..,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=121146067,48140,requirement,negative,non-functional
54030,Facebook,221801302,Ibblesd,2017-06-08 0:00:00,United States,96,4,Constant Updates are annoying,"The app itself is good but updating it needs work. Used too you didn't need wifi to update it. I have Unlimited on my phone so I can update as much as I want. My parents however don't have wifi & they can't update their phones until they come to my house. I also have Hughes Net which honestly stinks where I live in the country. So either way it takes forever to do an Update. 
I also get sick of having to update Facebook every other day it seems like.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=221801302,54688,requirement,negative,non-functional
52292,Facebook,326351824,zofftik,2017-06-23 0:00:00,United States,98,4,Down Time,Easy to sit in my recliner and scan through FB.  Watch TV at the same time.  Catch up with FB friends.  Ahhh!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=326351824,52950,other,very positive,
56760,Facebook,43247666,leopresto,2017-05-21 0:00:00,United States,93,4,"Good, but",I like the app except when it freezes on the news feed. Quite often.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=43247666,57418,bug report,positive,
55312,Facebook,129728571,agg178,2017-05-30 0:00:00,United States,94,4,Missing translate,We need the translate option back!!!!!    That would have made it 5/5 stars,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129728571,55970,requirement,positive,functional
52248,Facebook,337399371,cjansen1,2017-06-23 0:00:00,United States,98,4,Love it,"Crashes a few times a month but bug fixes happen often.

Videos and pics don't always go right away but they fix stuff quick",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=337399371,52906,bug report,neutral,
41460,Facebook,13326230,MattATAT1978,2017-06-11 0:00:00,United Kingdom,96,4,No Complaints,"Does what is always done, would be 5 if it did a better job of chronologically",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=13326230,41843,requirement,positive,
42362,Facebook,258434758,huzeinbile,2017-05-01 0:00:00,United Kingdom,90,4,Awesome,Good shortcuts,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=258434758,42745,other,positive,
58685,Facebook,107176686,Moayed faza,2017-05-05 0:00:00,United States,91,4,Great update!,Its faster lighter and now i can copy and paste. Good job,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=107176686,59343,other,very positive,
41987,Facebook,204690485,Slemy lou,2017-05-20 0:00:00,United Kingdom,93,4,Love it,ðŸŸ½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=204690485,42370,noise,,
334,Facebook,129298114,Migmad,2017-06-11 0:00:00,Canada,96,4,Great way to stay connected.,Met many people from my past. Able to communicate with family all over the world.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129298114,479,other,very positive,
52980,Facebook,129893956,A98990,2017-06-17 0:00:00,United States,97,4,Decent,Ads are annoying but it is decent.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129893956,53638,other,positive,
48461,Facebook,553906869,Nitesh Sarkar,2017-06-07 0:00:00,India,95,4,Touch ID,"Hi Team,

Does Facebook enables Touch ID feature for i Phone users? Kindly troubleshoot.

Thanks!
Nitesh",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=553906869,48844,requirement,neutral,functional
57783,Facebook,565826029,angie rojas,2017-05-15 0:00:00,United States,92,4,Highly recommended,Great way to connect with family & friends,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=565826029,58441,other,very positive,
42031,Facebook,293026329,CarmLL,2017-05-20 0:00:00,United Kingdom,93,4,Good app,"Good app! My only gripe is when I watch a live video, it doesn't always work.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=293026329,42414,bug report,positive,
46866,Facebook,157536856,soccergoal,2017-06-23 0:00:00,Hong Kong,98,4,Good app,"Cannot open the app after latest update, but it is ok now after restart iphone",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=157536856,47249,bug report,neutral,
57740,Facebook,524842171,Cjadam0225,2017-05-15 0:00:00,United States,92,4,Everything is good except...,On of my family members got hacked and still has not been done with I understand that we have a lot of other problems but this have been going on since last year,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=524842171,58398,other,negative,
48245,Facebook,508856935,Polanator,2017-06-23 0:00:00,India,98,4,Meh,Alright.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=508856935,48628,other,positive,
53800,Facebook,433297361,Hanminthu,2017-06-11 0:00:00,United States,96,4,Best app,"This is the best app for social media!!!But tbh...you guys are updating it again and again with only little changes...,which make many users feel annoyed!This is the place where you could improve ðŸ’ªðŸ’ª",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=433297361,54458,requirement,positive,non-functional
292,Facebook,152645868,Sevendustgirl,2017-06-16 0:00:00,Canada,97,4,Good time killer,Convenient and easy to use,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=152645868,437,other,very positive,
48378,Facebook,475257729,Sandeep2510,2017-06-13 0:00:00,India,96,4,Great app but need improvements,"Well it's nice app though ( Anyway we don't choice) but I feel some of feature should be included

1) Why it refreshes its own: Sometime you are reading something important and your boss shows up :-( then u close app... later when you open again it refreshes and you lost where you were last time, sometimes you lost some life saving information because it goes directly to the first post on wall. 

2) Stop giving update every alternate day: It updates every alternate day and nothing seems new on update ( Worst is that unlike other app this guys don't give info about new feature included, man this ****. 

3) Give people freedom: Give people freedom for choosing their own colour. Tired of blue man..",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=475257729,48761,requirement,positive,functional
516,Facebook,375639383,RobertLafrance,2017-06-03 0:00:00,Canada,95,4,Cool,I like the preview videos,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=375639383,661,other,positive,
52317,Facebook,396705987,Purdything,2017-06-22 0:00:00,United States,98,4,Updates every other day,Love it jus so many updates,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=396705987,52975,requirement,positive,
56999,Facebook,485784281,bobo925206,2017-05-20 0:00:00,United States,93,4,Dakota,The app is no good now,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=485784281,57657,other,negative,
